2021-02-06 20:08:41,669 (INFO) ================== new session ==================
2021-02-06 20:08:41,672 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service] Initialization
2021-02-06 20:08:41,676 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Extension Service] Initialization
2021-02-06 20:08:41,677 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Game Service] Initialization
2021-02-06 20:08:41,681 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Hotkey Service] Initialization
2021-02-06 20:08:41,770 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Window Service] Initialization
2021-02-06 20:08:42,573 (WARN) </windows/background.html> () - A cookie associated with a cross-site resource at https://doubleclick.net/ was set without the `SameSite` attribute. A future release of Chrome will only deliver cookies with cross-site requests if they are set with `SameSite=None` and `Secure`. You can review cookies in developer tools under Application>Storage>Cookies and see more details at https://www.chromestatus.com/feature/5088147346030592 and https://www.chromestatus.com/feature/5633521622188032.
2021-02-06 20:08:42,594 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Extension Service] Event listeners have been enabled
2021-02-06 20:08:42,610 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Window Service] Event listeners have been enabled
2021-02-06 20:08:42,653 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Hotkey Service] Event listeners have been enabled
2021-02-06 20:08:42,658 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Game Service] Event listeners have been enabled
2021-02-06 20:08:42,675 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service] Setting required features: ["me","match_info","location","inventory","rank","match_state","team","roster","kill_feed","kill","death","revive","damage"]
2021-02-06 20:08:42,784 (WARN) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service] Failed to set required features: Provider did not set features yet. (Retrying in 5 seconds.)
2021-02-06 20:08:42,807 (WARN) </windows/background.html> () - A cookie associated with a cross-site resource at http://overwolf.com/ was set without the `SameSite` attribute. A future release of Chrome will only deliver cookies with cross-site requests if they are set with `SameSite=None` and `Secure`. You can review cookies in developer tools under Application>Storage>Cookies and see more details at https://www.chromestatus.com/feature/5088147346030592 and https://www.chromestatus.com/feature/5633521622188032.
2021-02-06 20:08:43,391 (WARN) </windows/background.html> () - A cookie associated with a cross-site resource at https://tracker.gg/ was set without the `SameSite` attribute. A future release of Chrome will only deliver cookies with cross-site requests if they are set with `SameSite=None` and `Secure`. You can review cookies in developer tools under Application>Storage>Cookies and see more details at https://www.chromestatus.com/feature/5088147346030592 and https://www.chromestatus.com/feature/5633521622188032.
2021-02-06 20:08:43,468 (WARN) </windows/background.html> () - A cookie associated with a cross-site resource at http://thetrackernetwork.com/ was set without the `SameSite` attribute. A future release of Chrome will only deliver cookies with cross-site requests if they are set with `SameSite=None` and `Secure`. You can review cookies in developer tools under Application>Storage>Cookies and see more details at https://www.chromestatus.com/feature/5088147346030592 and https://www.chromestatus.com/feature/5633521622188032.
2021-02-06 20:08:47,798 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service] Setting required features: ["me","match_info","location","inventory","rank","match_state","team","roster","kill_feed","kill","death","revive","damage"]
2021-02-06 20:08:47,816 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service] Required features have been set: ["rank","match_state","kill","death","team","me","location","revive","roster","kill_feed","match_info","inventory","damage"]
2021-02-06 20:08:47,819 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service] Event listeners have been enabled
2021-02-06 20:08:52,782 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Extension Service] Update status: UpToDate
2021-02-06 20:12:15,753 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"me":{"ultimate_cooldown":"{\"ultimate_cooldown\":\"20\"}"}},"feature":"me"}
2021-02-06 20:12:15,984 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-147\",\"y\":\"-90\",\"z\":\"29\"}"}},"feature":"location"}
2021-02-06 20:12:16,501 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"roster_32":"null"}},"feature":"roster"}
2021-02-06 20:12:16,986 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-146\",\"y\":\"-90\",\"z\":\"29\"}"}},"feature":"location"}
2021-02-06 20:12:17,454 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"roster_29":"null"}},"feature":"roster"}
2021-02-06 20:12:17,987 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"me":{"inUse":"{\"inUse\":\"Health/Shield\"}"}},"feature":"inventory"}
2021-02-06 20:12:18,278 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Event Fired] {"name":"kill_feed","data":"{\r\n  \"local_player_name\": \"CannonDeLuce\",\r\n  \"attackerName\": \"MrSlurp\",\r\n  \"victimName\": \"Webs\",\r\n  \"weaponName\": \"flatline\",\r\n  \"action\": \"knockdown\"\r\n}"}
2021-02-06 20:12:18,487 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-147\",\"y\":\"-91\",\"z\":\"29\"}"}},"feature":"location"}
2021-02-06 20:12:21,120 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"me":{"inventory_2":"{\"name\":\"134\",\"amount\":\"1\"}"}},"feature":"inventory"}
2021-02-06 20:12:21,308 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Event Fired] {"name":"kill_feed","data":"{\r\n  \"local_player_name\": \"CannonDeLuce\",\r\n  \"attackerName\": \"MrSlurp\",\r\n  \"victimName\": \"nom\",\r\n  \"weaponName\": \"flatline\",\r\n  \"action\": \"knockdown\"\r\n}"}
2021-02-06 20:12:21,309 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"me":{"inUse":"{\"inUse\":\"P2020\"}"}},"feature":"inventory"}
2021-02-06 20:12:21,524 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-146\",\"y\":\"-91\",\"z\":\"29\"}"}},"feature":"location"}
2021-02-06 20:12:22,015 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-147\",\"y\":\"-91\",\"z\":\"29\"}"}},"feature":"location"}
2021-02-06 20:12:22,512 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-146\",\"y\":\"-91\",\"z\":\"29\"}"}},"feature":"location"}
2021-02-06 20:12:22,609 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"me":{"inUse":"{\"inUse\":\"Health/Shield\"}"}},"feature":"inventory"}
2021-02-06 20:12:23,021 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-147\",\"y\":\"-91\",\"z\":\"29\"}"}},"feature":"location"}
2021-02-06 20:12:23,510 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-146\",\"y\":\"-91\",\"z\":\"29\"}"}},"feature":"location"}
2021-02-06 20:12:24,017 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-147\",\"y\":\"-92\",\"z\":\"29\"}"}},"feature":"location"}
2021-02-06 20:12:24,639 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"roster_56":"null"}},"feature":"roster"}
2021-02-06 20:12:24,829 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"me":{"ultimate_cooldown":"{\"ultimate_cooldown\":\"25\"}"}},"feature":"me"}
2021-02-06 20:12:25,524 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-148\",\"y\":\"-92\",\"z\":\"29\"}"}},"feature":"location"}
2021-02-06 20:12:25,749 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"me":{"inventory_2":"{\"name\":\"192\",\"amount\":\"1\"}"}},"feature":"inventory"}
2021-02-06 20:12:25,751 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"me":{"inventory_3":"{\"name\":\"181\",\"amount\":\"1\"}"}},"feature":"inventory"}
2021-02-06 20:12:25,758 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"me":{"inventory_4":"{}"}},"feature":"inventory"}
2021-02-06 20:12:25,945 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"me":{"inUse":"{\"inUse\":\"P2020\"}"}},"feature":"inventory"}
2021-02-06 20:12:26,518 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-149\",\"y\":\"-92\",\"z\":\"29\"}"}},"feature":"location"}
2021-02-06 20:12:27,017 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-148\",\"y\":\"-92\",\"z\":\"29\"}"}},"feature":"location"}
2021-02-06 20:12:27,377 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"tabs":"{\"kills\":2,\"spectators\":0,\"teams\":17,\"players\":51,\"damage\":286,\"cash\":10}"}},"feature":"match_info"}
2021-02-06 20:12:27,516 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-148\",\"y\":\"-93\",\"z\":\"29\"}"}},"feature":"location"}
2021-02-06 20:12:28,011 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-148\",\"y\":\"-94\",\"z\":\"29\"}"}},"feature":"location"}
2021-02-06 20:12:28,381 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Event Fired] {"name":"kill_feed","data":"{\r\n  \"attackerName\": \"MrSlurp\",\r\n  \"victimName\": \"nom\",\r\n  \"weaponName\": \"Finisher\",\r\n  \"action\": \"Finisher\"\r\n}"}
2021-02-06 20:12:28,384 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"tabs":"{\"kills\":2,\"spectators\":0,\"teams\":17,\"players\":50,\"damage\":286,\"cash\":10}"}},"feature":"match_info"}
2021-02-06 20:12:28,513 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-148\",\"y\":\"-95\",\"z\":\"29\"}"}},"feature":"location"}
2021-02-06 20:12:29,017 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-149\",\"y\":\"-97\",\"z\":\"29\"}"}},"feature":"location"}
2021-02-06 20:12:29,379 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"tabs":"{\"kills\":2,\"spectators\":0,\"teams\":17,\"players\":50,\"damage\":286,\"cash\":15}"}},"feature":"match_info"}
2021-02-06 20:12:29,515 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-149\",\"y\":\"-98\",\"z\":\"29\"}"}},"feature":"location"}
2021-02-06 20:12:30,023 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-149\",\"y\":\"-97\",\"z\":\"29\"}"}},"feature":"location"}
2021-02-06 20:12:30,925 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"me":{"inventory_0":"{\"name\":\"124\",\"amount\":\"60\"}"}},"feature":"inventory"}
2021-02-06 20:12:30,930 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"me":{"inventory_1":"{\"name\":\"124\",\"amount\":\"19\"}"}},"feature":"inventory"}
2021-02-06 20:12:30,931 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"me":{"inventory_2":"{\"name\":\"131\",\"amount\":\"1\"}"}},"feature":"inventory"}
2021-02-06 20:12:30,933 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"me":{"inventory_3":"{\"name\":\"192\",\"amount\":\"1\"}"}},"feature":"inventory"}
2021-02-06 20:12:30,934 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"me":{"inventory_4":"{\"name\":\"181\",\"amount\":\"1\"}"}},"feature":"inventory"}
2021-02-06 20:12:31,919 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Event Fired] {"name":"kill_feed","data":"{\r\n  \"attackerName\": \"MrSlurp\",\r\n  \"victimName\": \"Webs\",\r\n  \"weaponName\": \"Bleed Out\",\r\n  \"action\": \"Bleed Out\"\r\n}"}
2021-02-06 20:12:31,920 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Event Fired] {"name":"kill_feed","data":"{\r\n  \"local_player_name\": \"CannonDeLuce\",\r\n  \"attackerName\": \"MrSlurp\",\r\n  \"victimName\": \"Blueshell\",\r\n  \"weaponName\": \"flatline\",\r\n  \"action\": \"headshot_kill\"\r\n}"}
2021-02-06 20:12:31,923 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"tabs":"{\"kills\":2,\"spectators\":0,\"teams\":16,\"players\":48,\"damage\":286,\"cash\":15}"}},"feature":"match_info"}
2021-02-06 20:12:32,055 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"me":{"weapons":"{\"weapon0\":\"P2020\",\"weapon1\":\"VK-47 Flatline\"}"}},"feature":"inventory"}
2021-02-06 20:12:32,162 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"me":{"inUse":"{\"inUse\":\"VK-47 Flatline\"}"}},"feature":"inventory"}
2021-02-06 20:12:32,665 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"me":{"inventory_0":"{\"name\":\"127\",\"amount\":\"40\"}"}},"feature":"inventory"}
2021-02-06 20:12:32,669 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"me":{"inventory_1":"{\"name\":\"124\",\"amount\":\"60\"}"}},"feature":"inventory"}
2021-02-06 20:12:32,670 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"me":{"inventory_2":"{\"name\":\"124\",\"amount\":\"19\"}"}},"feature":"inventory"}
2021-02-06 20:12:32,671 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"me":{"inventory_3":"{\"name\":\"131\",\"amount\":\"1\"}"}},"feature":"inventory"}
2021-02-06 20:12:33,540 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-148\",\"y\":\"-96\",\"z\":\"29\"}"}},"feature":"location"}
2021-02-06 20:12:33,908 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"me":{"ultimate_cooldown":"{\"ultimate_cooldown\":\"30\"}"}},"feature":"me"}
2021-02-06 20:12:34,550 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-146\",\"y\":\"-96\",\"z\":\"29\"}"}},"feature":"location"}
2021-02-06 20:12:34,668 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"me":{"inUse":"{\"inUse\":\"Melee\"}"}},"feature":"inventory"}
2021-02-06 20:12:35,052 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-145\",\"y\":\"-95\",\"z\":\"29\"}"}},"feature":"location"}
2021-02-06 20:12:35,555 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-144\",\"y\":\"-95\",\"z\":\"29\"}"}},"feature":"location"}
2021-02-06 20:12:36,064 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-143\",\"y\":\"-94\",\"z\":\"29\"}"}},"feature":"location"}
2021-02-06 20:12:36,566 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-142\",\"y\":\"-94\",\"z\":\"30\"}"}},"feature":"location"}
2021-02-06 20:12:37,065 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-142\",\"y\":\"-93\",\"z\":\"30\"}"}},"feature":"location"}
2021-02-06 20:12:37,569 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-141\",\"y\":\"-91\",\"z\":\"30\"}"}},"feature":"location"}
2021-02-06 20:12:38,059 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-141\",\"y\":\"-90\",\"z\":\"30\"}"}},"feature":"location"}
2021-02-06 20:12:38,566 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-142\",\"y\":\"-90\",\"z\":\"30\"}"}},"feature":"location"}
2021-02-06 20:12:39,085 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-142\",\"y\":\"-89\",\"z\":\"30\"}"}},"feature":"location"}
2021-02-06 20:12:39,581 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-143\",\"y\":\"-88\",\"z\":\"30\"}"}},"feature":"location"}
2021-02-06 20:12:40,079 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-143\",\"y\":\"-87\",\"z\":\"30\"}"}},"feature":"location"}
2021-02-06 20:12:40,578 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-144\",\"y\":\"-86\",\"z\":\"30\"}"}},"feature":"location"}
2021-02-06 20:12:41,013 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"roster_30":"null"}},"feature":"roster"}
2021-02-06 20:12:41,084 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-146\",\"y\":\"-86\",\"z\":\"30\"}"}},"feature":"location"}
2021-02-06 20:12:41,576 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-147\",\"y\":\"-86\",\"z\":\"29\"}"}},"feature":"location"}
2021-02-06 20:12:42,092 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-149\",\"y\":\"-86\",\"z\":\"27\"}"}},"feature":"location"}
2021-02-06 20:12:42,591 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-150\",\"y\":\"-87\",\"z\":\"27\"}"}},"feature":"location"}
2021-02-06 20:12:43,098 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-151\",\"y\":\"-87\",\"z\":\"27\"}"}},"feature":"location"}
2021-02-06 20:12:43,598 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-153\",\"y\":\"-89\",\"z\":\"27\"}"}},"feature":"location"}
2021-02-06 20:12:43,961 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"me":{"ultimate_cooldown":"{\"ultimate_cooldown\":\"35\"}"}},"feature":"me"}
2021-02-06 20:12:44,093 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-154\",\"y\":\"-89\",\"z\":\"28\"}"}},"feature":"location"}
2021-02-06 20:12:44,590 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-155\",\"y\":\"-90\",\"z\":\"29\"}"}},"feature":"location"}
2021-02-06 20:12:45,097 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-156\",\"y\":\"-90\",\"z\":\"29\"}"}},"feature":"location"}
2021-02-06 20:12:45,593 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-158\",\"y\":\"-91\",\"z\":\"29\"}"}},"feature":"location"}
2021-02-06 20:12:46,106 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-159\",\"y\":\"-92\",\"z\":\"29\"}"}},"feature":"location"}
2021-02-06 20:12:46,602 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-158\",\"y\":\"-92\",\"z\":\"29\"}"}},"feature":"location"}
2021-02-06 20:12:48,841 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"me":{"inventory_4":"{\"name\":\"158\",\"amount\":\"1\"}"}},"feature":"inventory"}
2021-02-06 20:12:48,844 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"me":{"inventory_5":"{\"name\":\"181\",\"amount\":\"1\"}"}},"feature":"inventory"}
2021-02-06 20:12:49,112 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-158\",\"y\":\"-93\",\"z\":\"29\"}"}},"feature":"location"}
2021-02-06 20:12:50,105 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-158\",\"y\":\"-92\",\"z\":\"29\"}"}},"feature":"location"}
2021-02-06 20:12:50,634 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-157\",\"y\":\"-91\",\"z\":\"29\"}"}},"feature":"location"}
2021-02-06 20:12:51,122 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-157\",\"y\":\"-90\",\"z\":\"29\"}"}},"feature":"location"}
2021-02-06 20:12:51,621 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-157\",\"y\":\"-88\",\"z\":\"29\"}"}},"feature":"location"}
2021-02-06 20:12:52,038 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"me":{"ultimate_cooldown":"{\"ultimate_cooldown\":\"40\"}"}},"feature":"me"}
2021-02-06 20:12:52,131 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-157\",\"y\":\"-87\",\"z\":\"30\"}"}},"feature":"location"}
2021-02-06 20:12:52,638 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-157\",\"y\":\"-86\",\"z\":\"30\"}"}},"feature":"location"}
2021-02-06 20:12:53,144 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-158\",\"y\":\"-85\",\"z\":\"30\"}"}},"feature":"location"}
2021-02-06 20:12:53,650 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-158\",\"y\":\"-84\",\"z\":\"30\"}"}},"feature":"location"}
2021-02-06 20:12:54,158 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-159\",\"y\":\"-85\",\"z\":\"30\"}"}},"feature":"location"}
2021-02-06 20:12:54,540 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"me":{"inventory_4":"{\"name\":\"132\",\"amount\":\"2\"}"}},"feature":"inventory"}
2021-02-06 20:12:54,542 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"me":{"inventory_5":"{\"name\":\"158\",\"amount\":\"1\"}"}},"feature":"inventory"}
2021-02-06 20:12:54,544 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"me":{"inventory_6":"{\"name\":\"181\",\"amount\":\"1\"}"}},"feature":"inventory"}
2021-02-06 20:12:54,657 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-160\",\"y\":\"-85\",\"z\":\"30\"}"}},"feature":"location"}
2021-02-06 20:12:55,179 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-160\",\"y\":\"-86\",\"z\":\"30\"}"}},"feature":"location"}
2021-02-06 20:12:55,535 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Event Fired] {"name":"kill_feed","data":"{\r\n  \"local_player_name\": \"CannonDeLuce\",\r\n  \"attackerName\": \"Popetatoes\",\r\n  \"victimName\": \"francesco.leonardo.nicolo\",\r\n  \"weaponName\": \"alternator\",\r\n  \"action\": \"knockdown\"\r\n}"}
2021-02-06 20:12:55,672 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-161\",\"y\":\"-85\",\"z\":\"30\"}"}},"feature":"location"}
2021-02-06 20:12:56,040 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Event Fired] {"name":"kill_feed","data":"{\r\n  \"local_player_name\": \"CannonDeLuce\",\r\n  \"attackerName\": \"Mayo\",\r\n  \"victimName\": \"ThePurpleCheese\",\r\n  \"weaponName\": \"wingman\",\r\n  \"action\": \"knockdown\"\r\n}"}
2021-02-06 20:12:56,189 (INFO) </js/chunk-vendors.js> (:1) - [Overwolf | Event Service | Info Update] {"info":{"match_info":{"location":"{\"x\":\"-162\",\"y\":\"-84\",\"z\":\"31\"}"}},"feature":"location"}
